id,keyword,phonetic_code
581,deep-sea-fishing,D1212
2108,revolver,R1416
4649,poison,P25
1985,yuma-prison,Y5162
1239,flirting,F4635
421,tv-series,T1262
729,shepherd-boy,S1631
5856,ipod,I13
5663,teenage-love,T5241
4143,childhood-home,C435
2133,studio,S3
1429,battle-of-wits,B3413
3180,butt-slap,B3241
4860,property,P6163
5860,archie-comics,A6252
897,immoral-proposal,I5641
5550,auction,A235
2902,play-dead,P43
5130,younger-girl-older-man,Y5262
2259,jogging,J252
5797,birthday-card,B6326
1621,first-job,F6232
800,punishment,P5253
441,cebit,C13
2437,autistic-savant,A3232
5580,godmother,G3536
5280,fish-tank,F2352
3930,faucet-turns-on-by-itself,F2365
4996,dance-partner,D5216
460,hospital,H2134
1396,crude-humor,C6356
1040,bayou,B
2576,giallo,G4
674,fainting,F5352
1578,tv-special,T1212
3808,34-year-old,Y643
2047,newspaper-publisher,N2161
1788,black-policewoman,B4214
1913,grief,G61
5357,phone,P5
4065,connecticut,C5232
2994,pinching,P5252
3391,self-improvement,S4151
955,real-time,R435
811,michael-jackson,M2425
4209,four-year-old,F643
3472,anonymous-letter,A5243
3851,suicide-by-pills,S2314
4542,house-cleaning,H2452
2449,part-computer-animation,P6325
5105,detective-constable,D3231
4478,organ-playing,O6251
2781,friendship-between-women,F6532
4450,estate,E23
2256,florida,F463
583,dolphin,D415
1442,dark-chocolate,D6243
5577,ceremony,C65
1224,consummation-of-marriage,C5253
2892,scolding,S2435
4837,drug-addiction,D6232
5653,hitchhiker,H326
2676,reference-to-stephen-king,R1652
5517,solar-storm,S4623
926,stabbed-in-the-chest,S3135
1590,poker,P26
4789,fbi-director,F1362
3966,family-in-bed-together,F5451
2741,ski-resort,S2626
5502,hot-air-balloon,H3614
3250,conspiracy-theory,C5216
5457,jungle,J524
610,high-tea,H23
1314,philadelphia-phillies,P4341
68,seattle-washington,S3425
757,reference-to-star-wars,R1652
1496,jacuzzi,J2
5988,automobile-junkyard,A3514
1865,strangle,S3652
5682,jumping-rope,J5152
810,hip-hop,H1
126,hypocrisy,H1262
2242,writing,W6352
3049,shoulder-wound,S4365
2200,foster-care,F2362
2228,sexual-humor,S2456
3919,urination,U6535
5741,constitutional-rights,C5235
2587,tourist,T623
2482,glastonbury,G4235
1074,coming-of-age,C5212
819,reenactment,R5235
5474,reference-to-galileo-galilei,R1652
2533,tourism,T625
1668,dictatorship,D2362
628,bosnia,B25
1303,baseball-field,B2141
3236,fitness,F352
649,time-in-title,T534
200,videotaped-sex,V3132
990,adult-animation,A3435
363,.hack,H2
5113,gymnasium,G525
3399,british-tv,B6323
5711,driving,D6152
654,psychic,P2
4293,black-woman,B425
5372,sister-sister-fight,S2362
1926,arizona,A625
566,monte-carlo,M5326
2851,postmarital-sex,P2356
516,free,F6
2127,love-affair,L16
1945,pistol-whip,P2341
5020,reinstatement,R5235
5608,tv-debate,T1313
2707,single-mother,S5245
842,ritual,R34
184,suburbia,S161
5018,police-surgeon,P4262
4875,property-investment,P6163
973,loss-of-faith,L213
4212,group-of-teenagers,G6135
1973,town-boss,T512
4505,breaking-glass,B6252
3550,landscape-gardening,L5321
3848,researcher,R2626
1312,lost-tv-series,L2312
3904,scissors,S262
3913,toy,T
1294,chicago-illinois,C2452
256,sarcasm,S625
5440,room-for-rent,R5165
1763,terror-attack,T632
137,murder,M636
2312,ex-roommate,E2653
5026,solicitor,S4236
2028,catholic-priest,C3421
3566,drink-coaster,D6523
3880,family-dinner,F5435
5279,falling-to-death,F4523
2604,troop,T61
5403,stolen-property,S3451
4454,fear-of-husband,F6121
4530,faith-healer,F346
792,arraignment,A6253
96,lifting-skirt,L1352
5990,bridge,B632
1527,fashion,F25
2916,eloping,E4152
3224,grandfather-granddaughter-relationship,G6531
669,title-based-on-song,T3412
3173,rat,R3
919,rap,R1
5094,post-mortem,P2356
5402,seminar,S56
3658,nipples,N142
667,snow,S5
3973,picture-falls-off-wall,P2361
3757,taxi-driver,T2361
2362,medellin-colombia,M3452
2282,hot-dog,H32
4513,performing-a-blessing,P6165
2147,anti-conformity,A5325
1512,audition,A35
2476,number-3-in-title,N5165
3262,prostitute,P623
656,late-night,L3523
2106,firing-range,F6526
4482,pet-raccoon,P3625
5612,entire-title-is-capitalized-acronym,E5363
2790,serial-arsonist,S6462
1792,policewoman,P425
1679,queen,Q5
3699,sage,S2
4618,radio,R3
950,earth,E63
5045,down's-syndrome,D5253
1332,minnesota,M523
5941,plane-wreckage,P4562
4730,lodge,L32
293,male-to-female-footsie-playing,M4315
560,food-market,F3562
5239,car-dealer,C6346
5036,waltz,W432
4043,sunglasses,S5242
401,amazon,A525
140,wedding,W352
120,newspaper-photo,N2161
4140,carried-over-threshold,C6316
1068,based-on-radio-series,B2356
3674,sex-with-pregnant-woman,S2316
1694,day-in-the-life,D5341
1368,michael-dukakis,M2432
2178,pro-choice,P62
4487,ruins,R52
1141,elopement,E4153
3089,car-crash,C6262
1712,assassination-attempt,A2535
832,1960s,S
520,nun,N5
2771,antifreeze,A5316
396,hot-spring,H3216
4982,probation-officer,P6135
1909,radiation-poisoning,R3512
5614,gladiator,G436
5664,history-episode,H2361
949,abandoned-mine,A1535
3319,grandmother,G6535
4933,mud,M3
4912,santiago-chile,S5324
1319,cleveland-ohio,C4145
1787,kissing-while-having-sex,K2524
4013,dowsing-rod,D2526
223,confusion,C5125
1447,female-bonding,F5415
2243,boss,B2
5813,east-germany,E2326
2912,credit-card,C6326
3324,love-interest,L1536
1922,players,P462
326,gamer,G56
3413,uncle-tom's-cabin,U5243
3556,nitrous-oxide,N3623
5837,betting,B352
5968,portrait-artists,P6363
5527,clinic,C452
5204,smuggler,S5246
3047,family-abandonment,F5415
2980,trust,T623
3300,hitler,H346
5442,bingo,B52
212,bathroom,B365
2991,wedding-rehearsal,W3526
4486,refusing-to-speak,R1252
3053,ropes,R12
3793,friendship-between-boys,F6532
270,beer,B6
3002,valentine's-day,V4535
4286,sprite,S163
283,drugs,D62
549,tribal-village,T6141
3638,bladder,B436
469,craft,C613
3854,teen-suicide,T523
2804,flight-from-justice,F4231
5255,best-man,B235
4813,doctor's-note,D2362
4444,cracker,C626
3890,kentucky,K532
2398,internet-series,I5365
5126,spousal-abuse,S1241
4229,lighting-a-candle,L2352
80,catch-phrase,C3216
418,documentary-film,D2536
4096,pyramid,P653
5337,pathology,P342
207,merit-badge,M6313
1435,ex-boyfriend,E2165
3440,snobbery,S516
5319,gallows-humor,G4256
4045,tree-branches-for-hands,T6165
1104,conservative-morals,C5261
5411,policewoman-decoy,P4253
1540,chart-topper,C6316
1910,rounding-up-insurgents,R5352
4624,based-on-novella,B2351
4558,portal,P634
1671,guardia-civil,G6321
1751,quick-draw,Q236
517,boxer,B26
3842,mother,M36
5163,nude-swimming,N3252
2260,letter-to-santa-claus,L3632
3721,laptop,L131
2915,bruise,B62
4385,watching-a-movie,W3252
1492,dental-emergency,D5345
2578,makeover,M216
2419,bhangra,B526
3564,cherry,C6
3261,pharmacy,P652
851,teenager,T526
5732,trading-places,T6352
1412,saving-money,S1525
2059,quicksand,Q253
4801,judge,J32
1790,dead-policewoman,D3142
3101,rumor,R56
868,brutality,B6343
722,gift,G13
5916,hunt,H53
3655,manual-stimulation,M5423
2823,officer,O126
4895,serbian,S615
1173,implied-nudity,I5143
409,nuclear-weapons,N2461
3660,oral-sex,O642
1723,cult-hero,C436
2196,stereotype,S3631
4880,country-estate,C5362
5459,malaysia,M42
3038,usher,U26
1594,election,E4235
85,escape,E21
4380,police-sergeant,P4262
5583,countryside-of-provence,C5362
1474,spray-tan,S1635
4966,urban-setting,U6152
1498,skylight,S2423
3238,gym-instructor,G5236
352,behind-the-camera,B5325
141,christmas,C6235
2044,dual-wield,D43
3041,biological-father,B4241
5090,license-plate,L2521
2629,erotica,E632
907,dalmatian,D4535
2406,census,C52
1615,cowboy,C1
3729,television-reporter,T4125
36,dinner,D56
2921,genocide,G523
5849,twitch,T32
3591,curry,C6
4264,talking-head,T4252
1119,justice-department,J2323
3715,floating-object,F4352
5976,camera-shot-of-feet,C5623
3951,puzzle,P24
4691,pet-dog,P32
413,bath,B3
4884,entrepreneur,E5361
2717,circular-saw,C6246
1606,world-without-adults,W6434
2891,infidelity,I5134
3533,exhumation,E2535
300,sneezing,S5252
4914,virgil,V624
3361,city-name-in-title,C3534
4698,crossdresser,C6236
1645,medium,M35
3364,at-sign-in-title,A3253
1255,falling-off-a-bed,F4521
3935,uncle,U524
4879,second-home,S2535
4393,dollhouse,D42
40,getting-married,G3525
348,one-word-title,O5634
4029,afraid-to-sleep,A1632
4136,bloody-face,B4312
3654,labia,L1
1160,religious-circumcision,R4262
5420,duty-officer,D3126
1638,check,C2
3947,mother-daughter-hug,M3632
4713,tie,T
4634,orchid,O623
3897,picture,P236
1916,speaking-german,S1252
5891,toad,T3
675,football,F314
3857,american-indian,A5625
2500,pedophilia,P314
3167,imitation-diamond,I5353
4437,bullet,B43
2565,time-travel,T5361
901,yacht,Y23
5636,interracial,I5362
3379,vietnam,V35
3405,social-satire,S2423
2332,coach,C2
2043,telegraph-operator,T4261
5606,top-ten-lists,T1354
986,fictional-game-show,F2354
1857,police-officer-shot-in-the-chest,P4212
1591,action-sports,A2352
3030,delivery-boy,D4161
5889,fairy-tale,F634
5333,desk-sergeant,D2625
5733,white-house,W32
2914,piggy-bank,P2152
1890,lie-detector,L3236
2705,rape-by-deception,R1321
5287,pet-killed,P3243
5651,suicide-contemplation,S2325
1395,cook,C2
2918,drug-abuse,D6212
2481,four-word-title,F634
317,policeman,P425
854,philippines,P4152
914,brother,B636
1729,espionage,E2152
3672,urologist,U6423
2151,platinum-island,P4352
3937,window-nailed-shut,W5354
5194,record-album,R2634
4773,seating-chart,S3526
3328,spin-off,S151
1049,fear,F6
1927,arizona-rangers,A6256
4499,wife-leaves-husband,W1412
510,gay-stars,G2362
3889,it-was-only-a-cat,I3254
5516,meteor-crater,M3626
2809,presumed-dead,P6253
3766,elderly-man,E4364
4162,needing-closure,N3524
1844,body-armor,B3656
5297,water,W36
1302,baseball,B214
2631,big-brother,B2163
3820,graveyard-shift,G6163
2268,reference-to-strindberg,R1652
4325,missing-earring,M2526
1620,family-secret,F5426
3346,comic-book,C5212
2811,rape-victim,R1235
4236,woman-in-a-wheelchair,W5426
3982,country-music,C5365
780,morals,M642
2967,tuxedo,T23
2893,bribery,B616
3177,hamburger,H5162
2139,doctor-patient-relationship,D2361
4852,leeds-england,L3252
3554,middle-age,M342
2166,crack-head,C623
5855,iphone,I15
1150,cigar-smoking,C2625
5683,memory,M56
5450,australian,A2364
1413,situational-comedy,S3542
989,abbreviation-in-title,A1613
1392,cashier,C26
710,chocolate,C243
5284,power-plant,P6145
1768,tough-guy,T2
5713,remarriage,R562
2290,street-vendor,S3631
4717,death-threat,D363
607,ferry,F6
5911,adventure-hero,A3153
976,geeks,G2
4843,student-athlete,S3534
1692,stroke,S362
2075,hand-over-mouth,H5316
244,living-room,L1526
1905,scar,S26
3534,inheritance,I5635
740,afterlife,A1364
5867,banker,B526
1772,u.s.-president,U2162
2112,cocktail,C234
5229,inner-conflict,I5625
3717,granddaughter,G6532
4032,birthday,B63
4826,exhibitionist,E2135
1286,renovation,R5135
216,classroom,C4265
1846,stabbed-in-the-belly,S3135
2958,dying-young,D5252
4467,killing-a-pet,K4521
2519,embezzlement,E5124
4154,hair-wrapped-in-towel,H6135
3352,high-school-soccer,H2426
3380,water-birth,W3616
3713,duplex,D142
1794,policewoman-shot,P4252
4754,farmer,F656
113,white-panties,W3153
3708,bus-driver,B2361
551,water-taxi,W3632
2778,dating-service,D3526
5509,space-mission,S1252
3418,påskekrim,P265
587,infinity-pool,I5153
2766,handwriting-comparison,H5363
2414,pop-star,P1236
3384,lesbian-couple,L2152
1320,milwaukee-braves,M4216
4277,occult,O243
1730,federal-agent,F3642
5486,mars-surface,M6261
434,opera,O16
5745,fairy-godmother,F6235
2774,poisoned-wine,P2535
1391,busty,B23
706,living-statue,L1523
4828,love-nest,L1523
4797,cross-examination,C6253
3644,ejaculation,E2435
5954,torch,T62
514,persian,P625
626,zebra,Z16
370,obsession,O125
2167,hacker,H26
2931,cafeteria,C136
5092,nude-photograph,N3132
3653,intercourse,I5362
1225,fraternity-house,F6365
1070,danish-royal-family,D5264
5309,factory,F236
3683,12-year-old,Y643
5687,repressed-memory,R1623
2693,pathological-liar,P3424
27,vodka-and-tonic,V3253
4518,reference-to-st.-michael,R1652
2656,hour-in-title,H6534
2024,murder-investigation,M6365
2789,flare,F46
2344,disillusionment,D2425
3498,schnapps,S2512
2750,hypnosis,H152
458,handicrafts,H5326
3834,buried-in-cellar,B6352
3910,swing,S52
1939,land-grab,L5326
768,childhood,C43
2684,foot-run-over-by-car,F3651
3967,fear-of-clowns,F6124
3322,interracial-adoption,I5362
3333,music-producer,M2163
755,reference-to-justin-timberlake,R1652
67,independent-music,I5315
3750,reference-to-george-benson,R1652
564,medieval-town,M3143
2262,postal-employee,P2345
1634,reference-to-socrates,R1652
3347,convention,C5153
3781,14-year-old,Y643
4296,falling-off-a-bicycle,F4521
3798,hinsdale-new-york,H5234
4354,hug,H2
2827,revue,R1
521,orphan,O615
4765,montenegro,M5352
3092,cheerleading,C6435
3286,bitten-on-the-arm,B3536
124,carribean-canadian,C6152
1654,islamic-fundamentalism,I2452
3680,cards,C632
1562,gender-identity,G5363
5633,weather-satellite,W3623
4650,unmarried-mother,U5635
2529,prostitution,P6235
2828,switch-board,S3216
733,suspense,S2152
3057,conversion,C5162
3282,last-episode,L2312
3113,rest-home,R235
4528,barking-dog,B6252
4103,thermometer,T6536
4936,instructional-program,I5236
1416,ukrainian,U265
3316,betrayal,B364
1443,donation,D535
1532,action-hero,A2356
2814,librarian,L165
4244,bloody-back,B4312
5725,kidney-transplant,K3536
5208,trafficking,T6125
1450,masturbation,M2361
786,detective,D3231
2960,recipe,R21
2258,hit-by-car,H3126
1100,social-drama,S2436
5952,slow-motion-scene,S4535
5822,racial-integration,R2453
1830,facial-recognition,F2462
3992,holy-bible,H414
4798,defense-attorney,D1523
934,supernatural,S1653
2207,mormon,M65
482,jazz,J2
5570,textile-factory,T2341
257,sex-talk,S2342
900,treachery,T626
3106,closure,C426
4088,mother-child-relationship,M3624
910,surrealism,S6425
3523,seaside-resort,S2362
4203,18-year-old,Y643
4049,19th-century-house,T2536
612,picnic,P252
3132,fire-drill,F6364
5536,interfaith-friendship,I5361
4757,adopted-daughter,A3132
5659,real-life-siblings-as-fictional-siblings,R4121
2965,fitting-room,F3526
2104,college,C42
2824,parking,P6252
5573,told-in-flashback,T4351
5743,religious-differences,R4231
1686,review,R1
994,period-in-title,P6353
4312,veterinarian,V3656
5571,textile-industry,T2345
5133,clown-makeup,C4521
1201,sports-car,S1632
2586,national-park,N3541
4331,bathroom-mirror,B3656
3741,guitar,G36
3733,coma,C5
3826,seven-year-old,S1564
5155,tabloid-journalism,T1432
3805,strange-music,S3652
1593,senator,S536
3067,birthday-cake,B632
5361,private-arrport,P6136
5542,pow,P
2407,period,P63
773,pop,P1
812,pop-song,P1252
4373,grabbed-by-ankle,G6131
5119,pole,P4
2117,polo,P4
5363,runaway,R5
3983,covering-a-dead-body,C1652
133,dysfunctional-marriage,D2152
5484,mars-rover,M6261
5955,twisted-ankle,T2352
723,helicopter,H4213
3140,in-law,I54
3864,blessing,B4252
5207,tiger,T26
3122,padlock,P342
2212,minister,M5236
5374,walkie-talkie,W4234
3726,spirit,S163
4398,pilot,P43
4507,cash,C2
1363,kansas-city-royals,K5236
2935,car-chase,C62
2118,ventriloquist,V5364
4956,crusader,C6236
1329,presidential-debate,P6235
1269,death-of-grandmother,D3126
629,bosnian-war,B256
262,telephone,T415
5967,pippi,P1
2471,swing-dancing,S5235
3213,dog-pound,D2153
1914,man-crying,M5265
2516,author,A36
2785,svengali,S1524
5435,army-major,A6526
4731,lumbago,L512
5377,counterfeit-money,C5361
4592,living-in-attic,L1525
5108,embezzler,E5124
4783,barefoot,B613
1258,lesbian-interest,L2153
3725,smothering,S5365
4185,driver,D616
491,director,D6236
2080,footprint,F3165
1685,cartoon,C635
416,bubble-bath,B1413
4072,fasting,F2352
253,pennsylvania,P5241
2010,ranch,R52
5660,recital,R234
1023,model,M34
3052,reward,R63
1194,series-finale,S6215
2217,actress,A2362
5205,student-teacher-affair,S3532
1406,polish,P42
3024,kneeling,K5452
3452,socialite,S243
547,samba,S51
1966,hired-gun,H6325
2221,feminist,F523
30,blog,B42
2461,thimble,T514
134,grim-reaper,G6561
3331,flashing,F4252
2220,feminism,F525
4672,anchovy,A521
2569,car-engine,C6525
1021,haunted-photograph,H5313
998,furniture,F6536
2868,towel,T4
1759,split-screen,S1432
3833,bracelet,B6243
451,choral-music,C6452
4377,motorcycle-crash-into-tree,M3624
1215,male-bonding,M4153
45,tv-interview,T1536
1047,competition,C5135
5041,car-thief,C631
5057,canteen,C535
1872,informant,I5165
1231,keeping-a-secret,K1526
5780,inner-body-travel,I5613
407,moon,M5
1646,satan-worship,S3562
1437,hipster,H1236
4295,death-of-horse,D3162
3879,evil-spirit,E1421
4063,compulsion,C5142
4808,tri-cornered-hat,T6265
132,dead-body,D313
3828,year-1991,Y6
2906,father-figure,F3612
4237,year-1993,Y6
3409,home-renovation,H5651
4421,year-1998,Y6
5359,police-partner,P4216
5507,saturn's-rings,S3652
2202,gay-father,G136
2995,wedding-dress,W3523
3112,mud-mask,M352
476,press-conference,P6251
4557,paralysis,P642
147,sex-in-a-church,S2526
1811,oil-refinery,O4615
550,tribe,T61
5295,vicar,V26
4040,knocking-on-a-door,K5252
4449,discharge,D262
1906,syringe,S652
4767,broadway-producer,B6316
1954,interrupted-hanging,I5361
2748,handwriting-analyst,H5363
4375,motorcycle-accident,M3624
2455,hoarding,H6352
2439,racism,R25
2182,christianity,C6235
4821,circus-vargas,C6216
3748,racist,R23
4200,valley,V4
2646,movie-review,M161
2993,mischief,M21
4341,playing-cards,P4526
5694,volkswagen-beetle,V4251
4210,green-lake-wisconsin,G6542
3687,cabinet,C153
1999,burro,B6
5232,police-brutality,P4216
942,haitian,H35
1384,nightlife,N2341
3974,single-father,S5241
2703,medical-malpractice,M3245
2558,life-insurance,L1526
1265,toilet,T43
1315,new-york-giants-baseball,N6253
456,cinema,C5
1637,anti-drugs,A5362
5267,reference-to-charles-darwin,R1652
1488,alarm,A465
4563,britain,B635
5266,pull-the-plug,P4314
4568,queen-elizabeth-i,Q5421
194,lesbian-affair,L2151
5962,house-sitter,H236
4017,shadow-demon,S35
2076,tied-up,T31
4632,meat-shortage,M3263
1839,immunity,I53
3957,slamming-a-door,S4523
477,adult-education,A3432
3764,death-of-aunt,D3153
1653,al-qaeda,A423
334,psychology,P242
1955,lynch-mob,L5251
2302,child-nemesis,C4352
1364,missouri,M26
880,fat-girl,F3264
3728,stuffed-toy-koala,S3132
5179,endangered-species,E5352
2784,stretch-limousine,S3632
5828,chinese,C52
3517,newspaper-office,N2161
4370,cornfield,C6514
1625,meditation,M35
1642,synthetic,S532
1064,apartment,A1635
682,slide-on-floor,S4351
568,painter,P536
4718,ginger-snaps,G5262
3019,presentation,P6253
2683,code-of-silence,C3124
816,song,S52
4817,mental-breakdown,M5341
913,medical-condition,M3242
5166,psychologist,P2423
5466,galileo-mission,G4525
2909,ticket,T23
633,sarajevo-war,S6216
1311,world-series,W6432
3138,grandfather,G6531
5264,mountain-bike,M5351
2003,mistaken-identity,M2325
2283,hummer-h2,H56
2071,railroad-timetable,R4635
303,tea,T
727,rescue-mission,R2525
1609,invention,I5153
4250,dropping-a-glass,D6152
2116,nbc,N12
4697,crime-investigation,C6512
5518,sun,S5
4785,high-heels,H242
2284,man-wearing-underwear-in-public,M5652
304,tea-drinking,T3652
1558,crush,C62
4353,ghost-on-video,G2351
5013,making-sausage,M252
829,1920s,S
826,christian,C6235
3042,fugue,F2
619,shark-diving,S6231
72,absurdism,A1263
5100,bullet-proof-vest,B4316
394,brother-sister-relationship,B6362
232,high-school,H24
1020,great-dane,G635
5883,money-falling-through-the-air,M5145
2839,tied-to-chair,T326
1838,hood-over-head,H3163
4976,camcorder,C5263
5964,based-on-children's-book,B2352
1394,cleaning-lady,C4524
4635,pince-nez,P5252
5638,clique,C42
208,missing-wife,M2521
3954,reading-to-a-child,R3523
2351,ex-assassin,E25
983,dominatrix,D5362
2164,2000s,S
5937,knocked-unconscious,K5235
2079,1903,
1499,sneaking-in,S5252
5285,computer-system,C5136
932,horror-for-children,H6162
4263,scratch-on-arm,S2632
2611,sports-agent,S1632
2525,scurlock,S2642
4133,black-doctor,B4232
3696,new-home,N5
5825,coal-miner,C456
4620,israel,I264
1136,newlyweds,N432
361,roller-skate,R4623
966,flag,F42
2664,murder-of-mother,M6361
4311,stethoscope,S321
5953,stick,S32
3485,mystery-writer,M2363
4047,vietnam-war,V356
761,primate,P653
3869,child's-laughter,C4324
4929,self-sacrifice,S4126
1969,shot-in-the-chest,S3532
5872,falling-into-a-hole,F4525
4580,pony,P5
1195,swinging,S5252
4246,classified-ad,C4213
3754,spiritual-healing,S1634
5709,blood-transfusion,B4365
318,pond,P53
1806,airplane,A6145
5785,ice-skating,I2352
3029,chores,C62
4145,collie-dog,C432
3510,court,C63
2355,goal,G4
4447,desperation,D2163
4317,cleansing,C4525
1647,satanism,S3525
1261,sperm-donor,S1653
5899,goat,G3
1161,sandwich,S532
332,online-gaming,O5452
2216,softball,S1314
5345,dismembered-body,D2516
3220,death-of-cast-member,D3123
1721,counter-intelligence,C5365
3281,fbi-files,F142
423,tv-news,T152
3837,doorknob,D6251
4113,coffee-shop,C121
3390,back-to-school,B2324
3309,scientist,S2532
5763,new-yorker,N626
3400,double-act,D1423
630,islam,I245
4922,two-suitors,T2362
1054,pray,P6
5218,scot,S23
1324,los-angeles-california,L2524
527,soccer,S26
5729,teen-drinking,T5365
2310,rape-fantasy,R1532
5313,intensive-care,I5352
1270,eulogy,E42
173,imaginary-friend,I5256
1431,collection-agency,C4235
3616,ironing-board,I6521
4965,trail-of-blood,T6414
231,friendship,F6532
5549,price-of-fame,P6215
2161,video-blog,V3142
5792,weight,W23
1342,pittsburgh-pirates,P3216
2203,gay-friendly-church,G1653
5494,hawaii,H
447,art-collection,A6324
4974,burglar-alarm,B6246
5005,gay-cop,G21
918,music-video,M213
4720,impersonation,I5162
3484,monocle,M524
1091,alcohol,A424
3714,fiancé-fiancée-relationship,F5215
2976,needle-prick,N3416
4080,hospital-bed,H2134
459,health,H43
2934,remodeling,R5345
4790,g-man,G5
4223,wisconsin,W2525
1656,front-stoop,F6532
2847,gang-violence,G5214
2875,cookie,C2
700,hiding-from-police,H3521
3006,initiation-rite,I5356
5558,jew,J
2758,reclusiveness,R2421
2194,prejudice,P6232
5251,threat,T63
4300,flickering-light,F4265
4058,burial-ground,B6426
5073,locked-box,L2312
5223,urinal,U654
2334,colombia,C451
1929,corporal,C6164
4656,gourmet,G653
446,automobile,A3514
2484,place-name-in-title,P4253
702,running-from-police,R5216
3832,botched-abortion,B3231
2300,syrup,S61
3668,sexual-fantasy,S2415
5569,store,S36
3693,headache,H32
5318,dead-girl,D3264
562,hotel,H34
2979,treasurer,T626
4327,trapped-in-a-bedroom,T6135
2048,rifle,R14
925,king,K52
5044,diesel-oil,D24
3234,main-character-dies,M5262
894,architect,A6232
2505,fake-identity,F2353
3443,reference-to-duchess-of-windsor,R1652
4406,disabled-girl,D2143
1266,toilet-seat,T4323
1003,soviet-union,S135
2495,crisis-center,C6253
4290,watching-horror-movie-on-tv,W3252
4180,woman-in-nightgown,W5232
2924,reference-to-popeye,R1652
884,no-panties,N1532
2866,child-nudity,C4353
1829,throwing-a-knife,T6525
3581,sherry,S6
5816,pianist,P523
5510,titan-the-moon,T3535
3044,witness-protection,W3521
5352,homeless-person,H5421
4591,little-girl,L3426
5658,real-life-brothers-playing-brothers,R4163
5567,shop-owner,S156
5974,talking-mouse,T4252
1665,constitution,C5235
3139,hair-piece,H612
2788,fire-brigade,F6162
5904,mountain-lion,M5354
3326,remake-of-tv-show,R5213
1993,saloon,S45
3004,lying,L52
4897,serbian-community-toronto,S6152
4371,father-daughter-incest,F3632
5524,kosovo,K21
3746,jazz-guitarist,J2362
195,lesbian-lover,L2154
5924,women's-rights,W5262
3488,poison-pen-letter,P2515
5808,aunt-nephew-relationship,A5351
5901,hiding-in-a-closet,H3525
161,viagra,V26
5021,root-canal,R3254
1542,hit,H3
1124,mob-hit,M13
2341,dead-man,D35
3395,based-on-radio-show,B2356
1117,government-agent,G1653
44,taking-the-fall,T2523
2753,mad-bomber,M3151
2294,snowstorm,S5236
95,knickers,K5262
4322,grabbed-by-one's-ankles,G6131
430,art,A63
5394,dump,D51
3597,intelligence,I5342
1688,24-hour-time-period,H6351
971,chaplain,C145
5366,barn,B65
1297,gay-rodeo,G63
357,promotional-program,P6535
3185,jury-trial,J6364
2545,country-name-in-title,C5365
1280,naked-girl,N2326
945,spontaneous-combustion,S1535
1449,late-for-work,L3162
2337,corruption,C6135
5505,saturn's-moon,S3652
3482,latin,L35
747,first-day-of-school,F6231
3559,small-business,S5412
4234,two-women-in-bed,T513
5009,killed-in-a-bathtub,K4351
701,launderette,L5363
3823,nine-year-old,N5643
1036,witch,W32
4423,child-molestation,C4354
3273,dead-girlfriend,D3264
2861,chaperon,C165
1898,uranium-235,U65
574,village,V42
1366,new-york-mets,N6253
5665,adult-illiteracy,A3434
3656,missionary-position,M2561
2343,death-squad,D323
4206,crescent-moon,C6253
5895,dead-animal,D354
5385,fried-chicken,F6325
2373,referee,R16
831,1950s,S
4594,orphan-girl,O6152
144,holy-water,H436
2395,fire-station,F6235
2520,georgia,G62
2632,softcore,S1326
3349,rehab-clinic,R1245
93,gestapo,G231
2187,head-scarf,H3261
4303,horse-farm,H6216
4329,unable-to-breathe,U5143
5707,hiv-positive,H1231
295,passed-out,P23
1277,garage-sale,G624
3736,demon,D5
1640,ecstasy,E232
5387,quitting-smoking,Q3525
1334,baseball-catcher,B2142
3476,chauffeur,C16
5095,sawed-off-shotgun,S3123
5066,medical-waste,M3242
420,theatre-festival,T3612
426,literature,L3636
3355,school-play,S2414
3090,moving,M152
2682,underage-drinking,U5362
5386,gulf-war-veteran,G4161
3697,paranormal-investigation,P6565
1864,infiltrator,I5143
4430,tape-measure,T1526
274,bouncer,B526
2474,childish-behavior,C4321
1813,die-hard-scenario,D6325
2156,experiment-on-oneself,E2165
2263,monopoly-the-board-game,M5143
5069,chain-of-command,C5125
5739,sex-discrimination,S2326
4443,construction-worker,C5236
772,pop-music,P152
1804,murder-suicide,M6362
1237,crude-t-shirt-slogan,C6326
3770,poltergeist,P4362
439,cabaret,C163
1678,prince,P652
5334,gay-doctor,G3236
3873,contractor,C5362
433,exhibition,E2135
3210,tourette's-syndrome,T6325
4152,female-ghost,F5423
2896,bar-brawl,B6164
4147,dysfunctional-family,D2152
1856,police-officer-shot-in-the-back,P4212
2281,hit-by-a-falling-object,H3145
5862,music-group,M261
4850,ecology,E242
171,clown,C45
2342,death-of-friend,D3165
59,selfishness,S4125
3548,italian-restaurant,I3456
1037,actor-shares-first-name-with-character,A2362
4114,dirty-dishes,D632
5750,prom,P65
3117,carjacking,C6252
17,dressing-up,D6252
1475,stingy,S352
1600,los-angeles-kings,L2524
4628,first-person-narrative,F6231
944,zombie,Z51
770,human-relations,H5643
4224,20-year-old,Y643
6000,shooting-dog,S3523
272,beer-drinking,B6365
4727,district-attorney,D2362
4623,nero-wolfe,N641
4160,militia,M43
4078,hatred,H363
4751,based-on-story,B2352
4272,chair-moves-by-itself,C6512
1805,eight-year-old,E2364
5717,deafness,D152
4131,alcoholic-father,A4242
2301,female-sitting-on-a-toilet,F5423
