subject,<wasCreatedOnDate>,<hasLatitude>,<hasLongitude>,<hasMotto>
<Al-Hussein_Bin_Talal_University>,1999.0,,,
<Al-Isra_University>,1989.0,,,
<Al-Jame-atul-Islamia>,1964.0,,,
<Al-Jamiah_Al-Islamiah_Obaidia_Nanupur>,1957.0,,,
<Al-Jamiah_Al-Islamiah_Patiya>,1358.0,22.2962,91.9829,
<Al-Jamiatul_Ahlia_Darul_Ulum_Moinul_Islam>,1896.0,22.504552,91.807611,
"<Al-Jamiatul_Arabiatul_Islamia,_Ziri>",1328.0,22.2872,91.8902,
<Al-Jamiatul_Asaria_Darul_Hadees>,1954.0,,,
<Al-Jamiatul_Islamiah_Azizul_Uloom_Babunagar>,1924.0,,,
<Al-Jamiatul_Islamiah_Qasemul_Uloom_Charia>,1363.0,,,
<Al-Kafaàt_University>,1995.0,,,
<Al-Khair_University>,1994.0,,,Get Light From The Book
<Al-Madinah_International_University>,2006.0,,,Your Gateway to Borderless Learning
<Al-Maqar>,1989.0,,,
<Al-Mustansiriya_University>,1963.0,33.33861111111111,44.38972222222222,
<Al-Muthana_University>,2007.0,31.33861111111111,45.288888888888884,
<Al-Quds_College>,1980.0,,,
<Al-Quds_Open_University>,1991.0,31.913055555555555,35.19944444444444,
<Al-Quds_University>,1984.0,31.755908333333334,35.261380555555554,
<Al-Rashid_Islamic_Institute>,1980.0,45.03558,-74.63607,
<Al-Shahba_University>,2005.0,,,
<Al-Watania_Poultry_Institute_of_Technology_(WIT)>,2014.0,26.163583,43.72025,To be the first choice for current and future employees and entrepreneurs in the poultry industry and support services
<Al-Wataniya_Private_University>,2007.0,,,
<Al-Zahra_College_for_Women>,1999.0,23.612778,58.484525,
<Al-Zaytoonah_University_of_Jordan>,1993.0,,,
<AlMughtaribeen_University>,2010.0,,,خصوصية الاسم عمومية القبول
<Al_Akhawayn_University>,1995.0116,33.539248,-5.105553,
<Al_Asmarya_University_for_Islamic_Sciences>,1981.0,32.46805555555556,14.567222222222222,
<Al_Baha_University>,2006.0,19.994444444444447,41.483333333333334,
<Al_Falah_University>,2015.0,24.238786,55.678968,
<Al_Fashir_University>,1990.0,,,
<Al_Ghurair_University>,1999.0,,,
<Al_Jamea_tus_Saifiyah>,1814.0,,,
<Al_Jamiatul_Ashrafia>,1898.0,,,
<Al_Jouf_University>,2005.0,,,
<Al_Kabir_Polytechnic>,1990.0,22.834573,86.195984,
<Al_Maaref_University>,2011.1222,,,Mastering Life with Wisdom and Knowledge
<Al_Mansour_University_College>,1988.0,33.315,44.42833333333333,
<Al_Rasheed_University_College>,,33.28472222222222,44.309444444444445,
<Al_Turath_University_College>,1988.0,33.31805555555556,44.36055555555556,
<Al_Yamamah_University>,2001.0,24.863611111111112,46.59444444444445,
<Al_Yarmouk_University_College>,1996.0,33.3,44.44444444444444,
<Al_Zawiya_University>,1983.0,32.75,12.716666666666667,
<Al_al-Bayt_University>,1994.0,32.361,36.219,
<Alabama_A&M_University>,1875.0,34.784643,-86.56995,Service is Sovereignty
<Alabama_College_of_Osteopathic_Medicine>,2010.0,31.2149,-85.3616,
<Alabama_Southern_Community_College>,1991.0,31.4888,-87.3264,
<Alabama_State_University>,1867.0,32.364,-86.295,
<Alabel_National_Science_High_School>,1995.0,6.0998,125.2748,Scientia Et Virtus
<Alagappa_College_of_Technology>,1944.0,13.007906,80.238795,
<Alagappa_Polytechnic>,1952.0,10.091968,78.794758,
<Alagappa_University>,1985.0,10.078603,78.79468,
<Alamance_Community_College>,1958.0,36.0668299,-79.3571161,
<Alamein_University>,2011.0,30.840833333333332,28.926944444444445,
<Alamo_Colleges_District>,1945.0,,,
<Alaska_Bible_College>,1966.0,62.11472222222223,-145.52972222222223,
<Alaska_Pacific_University>,1957.0,61.1893,-149.8042,
<Alauddin_Islamic_State_University>,,-5.1767,119.4341,
<Albanian_School_of_Magistrates>,1997.0,,,Edukim për Drejtësi
<Albanian_University_in_Berat>,2009.0618,40.70122222222223,19.956805555555555,
<Albany_Law_School>,1851.0,42.652363888888885,-73.77733333333333,
<Albany_Medical_College>,1839.0,,,
<Albany_State_University>,1903.0,31.569,-84.142,
<Albany_Technical_College>,1961.0,31.553491666666666,-84.174525,
<Alben_W._Barkley_School_of_Law>,2004.0,,,
<Albert_Einstein_College_of_Medicine>,1953.0,40.850852,-73.844949,
<Alberta_Bible_College>,1932.0,51.085632,-114.089409,
<Albertian_Institute_of_Management>,2006.0,9.985,76.2782,For Truth and Service
<Alberto_Hurtado_University>,1997.1023,-33.44481666666666,-70.66204444444445,The Jesuit University of Chile
<Albertus_Magnus_College>,1925.0,41.332418,-72.923909,
<Albion_College>,1835.0,42.2445,-84.7434,Lux Fiat|||Let there be Light
<Albright_College>,1856.0,40.36,-75.912,Veritas et Justitia
<Albright_Institute_of_Archaeological_Research>,1900.0,,,
<Alcorn_State_University>,1871.0,31.87694,-91.14111,Where Knowledge and Character Matter
<Aldersgate_College>,1965.0,16.5143,121.1825,Truth
<Alderson_Broaddus_University>,1871.0,39.15833333333333,-80.04916666666666,From the darkness into the light
<Alecu_Russo_State_University_of_Bălți>,1945.0,47.754866666666665,27.921661111111113,
<Aleemiyah_Institute_of_Islamic_Studies>,1964.07,,,ليتفقهوا في الدين
<Aleksandras_Stulginskis_University>,1924.0,54.89388888888889,23.834999999999997,
<Aleksandër_Moisiu_University_of_Durrës>,2005.122,,,none
<Aleksandër_Xhuvani_University>,1971.0,41.1,20.0667,
<Aletheia_University>,1882.0,25.17666,121.434621,
<Alexander_American_University>,2015.0,6.816809,-58.134995,
<Alexander_Blewett_III_School_of_Law_at_the_University_of_Montana>,1911.0,46.86361111111111,-113.9863888888889,
<Alexander_Butlerov_Chemistry_Institute>,1933.0,,,
<Alexander_Technological_Educational_Institute_of_Thessaloniki>,1970.0,40.6572,22.8041,
<Alexandria_Faculty_of_Dentistry>,1945.0,,,
<Alexandria_University>,1938.0,31.201944444444443,29.905277777777776,
<Alexandru_Ioan_Cuza_University>,1860.0,47.174231,27.571691,Per libertatem ad veritatem
<Alfaisal_University>,2002.0,,,
"<Alfred_Nobel_University,_Dnipropetrovs'k,_Ukraine>",1993.0,48.472,35.0427,Education for Life
<Alfred_State_College>,1908.0,42.25436388888889,-77.78843888888889,
<Alfred_University>,1836.0,42.25555555555555,-77.78752777777778,Fiat Lux
<Algerian_Petroleum_Institute>,1965.0,,,
<Algoma_University>,1965.0,46.503572222222225,-84.29891111111111,
<Algonquin_College>,1967.0,45.34693611111111,-75.75938611111111,
<Algonquin_College_-_Kuwait>,2015.0,,,
<Ali_Institute_of_Education>,2010.0,31.486255555555555,74.33861666666667,
<Aliah_University>,1780.0,,,Taught man which he knew not
<Alice_Lloyd_College>,1923.0,37.33591666666667,-82.87359444444444,
<Alice_Salomon_University_of_Applied_Sciences_Berlin>,1899.0,52.537,13.605,
<Aligarh_Muslim_University>,1875.0,27.9150085,78.0787925,
<Alipurduar_College>,1957.0,26.502,89.5372,
<Aljazeera_University>,2007.0,,,
<Alkauthar_Islamic_University>,2002.0,,,
<All_American_Institute_of_Medical_Sciences>,2009.0,,,
<All_Hallows_College>,1842.0,53.370886,-6.249418,Euntes Docete Omnes Gentes
<All_India_Institute_Of_Technology>,2004.0,,,Education is the Eternal Lantern
"<All_India_Institute_of_Medical_Sciences,_Bhopal>",2012.0,,,
"<All_India_Institute_of_Medical_Sciences,_Delhi>",1956.0,,,Sharīramādyam khalu dharmasādhanam
"<All_India_Institute_of_Medical_Sciences,_Jodhpur>",2012.0,26.28,73.02,Sarve Santu Nirāmayāḥ
"<All_India_Institute_of_Medical_Sciences,_Patna>",2012.0,,,
"<All_India_Institute_of_Medical_Sciences,_Raipur>",2012.0,,,Aarogyam Sukha Sampada
"<All_India_Institute_of_Medical_Sciences,_Rishikesh>",2012.0,,,
<All_India_Institute_of_Medical_Sciences_Bhubaneswar>,2012.0,,,
<All_Nations_University>,2005.1,6.0905555555555555,-0.2633333333333333,Toegerust voor al het goede werk|||Equipped for every good work
<All_Saints_University>,2008.0,2.2461111111111114,32.89972222222222,Striving for Academic Excellence
<All_Saints_University_School_of_Medicine>,2006.0,,,
<Allahabad_State_University>,2016.0617,,,
<Allama_Iqbal_Medical_College>,1975.0502,31.48363,74.2964,Dignity in Service
<Allama_Iqbal_Open_University>,1974.0,,,Education for All
<Allameh_Mohaddes_Nouri_University>,1996.0,,,
<Allameh_Tabataba'i_University>,1957.0,35.76,51.26,
<Allameh_Tabatabaei_High_School>,1996.0,,,Service Before Self
<Allan_Hancock_College>,1920.0,34.9416,-120.4188,
<Allegany_College_of_Maryland>,1961.0,39.65277777777778,-78.72916666666667,Engage Your future
<Allegheny_College>,1815.0,41.6498,-80.145,
<Allen_College>,1989.0,,,
<Allen_Community_College>,1923.0,37.93805555555555,-95.3963888888889,
<Allen_East_Local_School_District>,1738.0,40.708333333333336,-83.92027777777778,
<Allen_International_Junior_College>,1970.0,40.186055555555555,141.76897222222223,
<Allen_University>,1870.0,34.010555555555555,-81.02055555555556,
<Allenhouse_Institute_of_Technology>,2009.0,26.365641,80.436104,
<Alliance_College_of_Australia>,1970.0,-35.350033333333336,149.05625555555557,
<Alliance_Française_de_San_Francisco>,1889.0,,,
<Alliance_Française_de_Washington>,1949.0,38.91694444444444,-77.04861111111111,
<Alliance_Graduate_School>,1977.0,14.656,121.024,
<Alliance_Theological_Seminary>,1979.0,,,
<Alliance_University>,2010.0,,,
<Alliant_International_University>,1969.0,,,
<Alma_College>,1886.0,43.38,-84.671,
<Alma_Mater_Europaea>,2010.0,,,European University for Leadership
<Almaty_Management_University>,1988.0,43.2775,76.8958,
<Almeda_University>,1997.0,,,
<Alpen-Adria-Universität_Klagenfurt>,1970.0,46.61638888888889,14.265,Per Aspera Ad Astra
<Alpena_Community_College>,1952.0,,,Discover the value of an ACC education
<Alpert_Medical_School>,1811.0,41.819064,-71.408276,
<Alpha_Arts_&_Science_College>,1996.0,13.047299,80.142303,Seek Share Serve
<Alpha_College_of_Engineering>,2006.0,13.054918,80.068963,
<Alpha_manager>,2009.0,,,
<Alphacrucis>,1948.0,-33.820448,151.007138,
<Alrafidain_University_College>,1988.0,33.36416666666667,44.407222222222224,
<Altai_State_Humanities_Pedagogical_University>,1939.0,52.5369,85.1958,
<Altai_State_Medical_University>,1954.0,53.356,83.762,
<Altai_State_Pedagogical_University>,1933.0,53.3417,83.7613,
<Altai_State_Technical_University>,1942.0,53.35,83.78333333333333,
<Altai_State_University>,1973.0,53.35,83.783,
<Altamaha_Technical_College>,1985.0,31.621666666666666,-81.91000000000001,
<Alternative_Energy_Institute>,1977.0,,,
<Alternative_Law_Forum>,2000.03,,,Lawyering for change
<Alumni_Hall_(University_of_Notre_Dame)>,1931.0,,,
<Alvernia_University>,1958.0,40.309,-75.936,
<Alverno_College>,1887.0,42.983,-87.965,In Sanctitate et Doctrina
<Alvin_Community_College>,1948.0,29.39611111111111,-95.24055555555556,
<Alzahra_University>,1964.0,35.7675,51.3925,
<Alzaiem_Alazhari_University>,1993.0,,,
"<Amal_College_of_Advanced_Studies,_Nilambur>",2005.0,,,
<Amal_Jyothi_College_of_Engineering_Kanjirappally>,2001.0,,,
<Amar_Singh_College>,1913.0,,,
<Amasya_University>,2006.0,,,
<Amazonas_State_University>,2001.0,,,
<Ambedkar_Polytechnic>,1986.0,,,
<Ambedkar_University_Delhi>,2007.0,28.664166666666667,77.2325,
<Amberton_University>,1971.0,32.859919444444444,-96.65294166666668,
<Ambrose_Alli_University>,1981.0,6.744634,6.084552,Knowledge for Advancement
<Ambrose_University>,1921.0,51.034216,-114.193332,
<Amdanga_Jugal_Kishore_Mahavidyalaya>,2007.0,,,
<Ameer-ud-Din_Medical_College>,2011.0,,,
<American_Academy_of_Art>,1923.0,41.87744444444444,-87.62458333333333,
<American_Academy_of_Dramatic_Arts>,1884.0,,,
<American_Baptist_College>,1924.0,36.202599,-86.789891,Light a Flame that lasts forever
<American_Baptist_Seminary_of_the_West>,1871.0,37.86502,-122.25575,
<American_College_(Brisbane)>,2009.0,-27.493568,153.041787,Empowering aspiring minds
<American_College_Dublin>,1993.0,53.341057,-6.25048,Ad astra per angusta
<American_College_Higher_Secondary_School>,,9.929724,78.13107,
<American_College_of_Cardiology>,1949.0,,,
<American_College_of_Education>,2005.0,41.88230277777778,-87.63730000000001,
<American_College_of_Greece>,1875.0,38.0025,23.8295,Non Ministrari Sed Ministrare
<American_College_of_Healthcare_Sciences>,1978.0,45.480433,-122.674472,
<American_College_of_the_Building_Arts>,2004.0,32.7785,-79.9372,Avt disce Avt discede
<American_Conservatory_of_Music>,1886.0,41.88027777777778,-87.62472222222222,
"<American_Conservatory_of_Music_(Hammond,_Indiana_&_Belize)>",1992.0,41.59991,-87.51953,
<American_David_Livingstone_University_of_Florida>,2009.0,,,
<American_Graduate_School_in_Paris>,1994.0,48.8464,2.3287,
<American_Indian_College>,1957.0,33.577557,-112.092348,
<American_InterContinental_University>,1970.0,,,The Serious U
<American_International_College>,1885.0718,42.1126,-72.5578,Post Tenebras Lux
<American_International_Medical_University>,2007.0,14.0775,-60.939722222222215,Brings health care innovation to serve humanity
<American_International_School_of_Medicine>,2000.0,,,
<American_International_University-Bangladesh>,1995.0,23.794458,90.401586,Where leaders are created
<American_Jewish_University>,1947.0,34.12782777777778,-118.47165277777778,
<American_National_University>,1886.0,,,
<American_Public_University_System>,1991.0,,,Educating those who serve
<American_River_College>,1955.0,38.64946,-121.34623,
<American_Samoa_Community_College>,1970.0,-14.3217,-170.7422,Saili le Atamai|||Seek the Knowledge|||To Seek Knowledge
<American_School_of_Classical_Studies_at_Athens>,1881.0,37.97944444444445,23.748055555555556,
<American_School_of_Warsaw>,1953.0,52.113318,21.115519,
<American_Sentinel_University>,1988.0,,,Learning to Succeed
<American_Sports_University>,2006.0,34.1063,-117.2918,
<American_University>,1893.0224,38.937055,-77.086922,Pro Deo et Patria|||Pro deo et patria
<American_University_(Nicaragua)>,1992.0,12.108638888888889,-86.257,UAM Going Global
<American_University_School_of_Communication>,1893.0,,,
<American_University_School_of_International_Service>,1957.0,38.9361,-77.088,
<American_University_School_of_Public_Affairs>,1934.0,,,
<American_University_in_Bulgaria>,1991.0,42.021388888888886,23.095,In Pursuit of Excellence
<American_University_in_Cairo>,1919.0,30.019944444444445,31.500344444444444,Catalyst for Change
<American_University_in_Dubai>,1995.0,25.090833333333332,55.156388888888884,جایی که پتانسیل به موفقیت تبدیل می شود|||Where potential is turned into success
<American_University_in_London>,1984.0,51.56044444444444,-0.11494444444444445,
<American_University_in_the_Emirates>,2006.0,25.123,55.411164,Pathway to success
<American_University_of_Afghanistan>,2006.0,34.5178,69.1281,
<American_University_of_Antigua>,2004.0,17.158803,-61.797355,
<American_University_of_Armenia>,1991.0921,40.19329166666666,44.50451666666667,
<American_University_of_Beirut>,1866.0,33.89996388888889,35.482283333333335,
<American_University_of_Central_Asia>,1993.0,,,
<American_University_of_Integrative_Sciences>,1999.0,18.034668,-63.085218,
<American_University_of_Kurdistan_-_Duhok>,2014.0,36.87036,42.986047,Your Path to Excellence
<American_University_of_Kuwait>,139.0,29.343888888888888,48.08305555555556,
<American_University_of_Leadership>,1998.0,,,
<American_University_of_Madaba>,2011.0,31.66111111111111,35.8,Scientia et Sapienza
<American_University_of_Nigeria>,2004.0,9.191132,12.499648,
<American_University_of_Paris>,1962.0,48.859,2.3037,
<American_University_of_Phnom_Penh>,2013.0,11.57713888888889,104.89319166666667,
<American_University_of_Puerto_Rico>,1963.0,18.406429,-66.186506,
<American_University_of_Rome>,1969.0,41.8857,12.4623,Inter Gentes Trans Orbem
<American_University_of_Sharjah>,1997.0,25.309722222222224,55.49055555555556,
<American_University_of_Technology>,1998.0,34.42361111111111,35.8325,
<American_University_of_Tirana>,2008.0,,,
<American_University_of_the_Caribbean>,1978.0,18.05027777777778,-63.12694444444445,
<American_University_of_the_Middle_East>,2006.0,29.165,48.099,We are as good as our students
<Amguri_College>,1967.0717,26.804844,94.536763,
<Amherst_College>,1821.0,42.37083333333334,-72.51694444444445,Terras Irradient|||Terras irradient
<Amin_Police_University>,,35.7615,51.2488,
<Amirkabir_University_of_Technology>,1956.0,35.70440277777778,51.409,
<Amity_Business_School>,,28.543081,77.332053,We Nurture Talent
<Amity_School_of_Engineering_&_Technology>,1999.0,28.5319,77.0587,
"<Amity_University,_Gwalior>",2010.0,26.272686,78.228293,We Nurture Talent
"<Amity_University,_Jaipur>",,27.176412,75.956844,We Nurture Talent
"<Amity_University,_Mumbai>",,18.931721,73.16264,We Nurture Talent
<Amity_University>,1995.0,,,We Nurture Talent
<Amity_University_Kolkata>,2015.0831,,,We Nurture Talent
<Amman_Arab_University>,1999.0,,,
<Ammini_College_of_Engineering>,2010.0,10.790026,76.509816,Learning For Tomorrow
<Amna_Inayat_Medical_College>,,31.60118,74.2144,Medical Education
<Amoud_University>,1997.0,9.945,43.223,peace
<Amrapali_Institute_–_Lamachaur>,1999.0,,,Vidvan Sarvatra Pujyate
<Amridge_University>,1967.0,32.365027777777776,-86.17158333333334,
<Amrit_Campus>,1962.0,27.718055555555555,85.31277777777777,
<Amrita_College_of_Education>,2006.0,,,
"<Amrita_School_of_Engineering,_Bengaluru>",2003.0,,,Shradhavaan Labhathe Jnaanam
<Amrita_School_of_Engineering>,1994.0,34.07222222222222,-118.44409722222223,Shradhavaan Labhathe Jnaanam
<Amrita_Vishwa_Vidyapeetham>,2003.0,10.901111111111112,76.90277777777779,
<Amrutha_Sinchana_Spiritual_University>,2013.0,,,
<Amsterdam_University_College>,2008.0,52.3554,4.9518,Excellence and diversity in a global city
<Amsterdams_Lyceum>,1917.0,52.35131388888889,4.864602777777778,Potius deficere quam desperare
<Amur_State_University>,1975.0,50.275,127.534,
<An-Najah_National_University>,1977.0,32.220372222222224,35.24446944444445,
<An_Giang_University>,1999.0,10.3718,105.4312,
<An_Music_School>,1967.0,35.678215,139.674958,
<Ana_G._Méndez_University_System>,1941.0,,,Studium ral lux
<Anabaptist_Mennonite_Biblical_Seminary>,1958.0,41.6557,-85.971907,
<Anadolu_University>,1958.0,39.7914,30.4997,
<Anaheim_University>,1996.0,33.816867,-117.88792,Unitas in Varietate
<Anahuac_Mayab_University>,1984.0,21.110555555555557,-89.61138888888888,Vince in Bono Malum
<Anahuac_University_Network>,1964.0,,,Vence in Bono Malum
<Anand_Agricultural_University>,2004.0,22.535833333333336,72.97472222222223,
"<Anand_Engineering_College,_Agra>",1998.0,,,
<Anand_Institute_of_Higher_Technology>,2000.0,12.81824,80.228509,
<Ananda_Chandra_College>,1942.0,26.5363,88.7011,
<Ananda_Chandra_College_of_Commerce>,1962.0,26.5248,88.7233,
<Ananda_Marga_College>,1956.0,,,
<Ananda_Mohan_College>,1908.0,24.7617,90.3952,
<Anandamohan_College>,1961.0,,,
"<Anandashram,_Kanhangad>",1931.0,,,
<Anchor_University>,2014.09,,,
<Ancilla_College>,1937.0,41.3376,-86.4459,
<Andalas_State_Polytechnics>,1985.0312,-0.914,100.467,
<Andalas_University>,1955.1223,,,
<Anderson_School_of_Management_(University_of_New_Mexico)>,1947.0,35.086,-106.619,
<Anderson_School_of_Theology>,1950.0,40.112771,-85.66423,
<Anderson_University_(Indiana)>,1917.0,40.11194444444445,-85.66611111111112,Academic and Christian Discovery
<Anderson_University_(South_Carolina)>,1911.0,34.514,-82.638,Humanitatem per crucem alere
<Andhra_Christian_College>,1885.0,16.296611111111112,80.44252777777778,English|||Latin
<Andhra_Medical_College>,1923.0719,17.70422,83.29976,Ne Quid Nimis
<Andhra_Muslim_College>,1984.0,16.279,80.46,
<Andhra_Pradesh_Open_University>,1982.0,,,Education at Your Doorstep
<Andhra_Pradesh_Police_Academy>,1986.0519,,,
<Andhra_University>,1926.0,17.72927222222222,83.32155833333333,Tejasvi nāvadhītamastu
<Andhra_University_College_of_Engineering>,1955.0,17.725,83.327,
<Andhra_University_College_of_Law>,1945.0,17.725,83.327,
<Andhra_University_College_of_Pharmaceutical_Sciences>,1951.0,17.725,83.327,
<Andhra_Vidyalaya_College>,1944.0,,,
<Andijan_State_Medical_Institute>,1955.0921,40.788153,72.372672,
